coefs|output|text
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/small.npy|utt6_small.wav|with respect to industry and business
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/min.npy|utt6_min.wav|with respect to industry and business
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/big.npy|utt6_big.wav|with respect to industry and business
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/mean.npy|utt7_mean.wav|and i am sure it had quite an effect on him
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/max.npy|utt7_max.wav|and i am sure it had quite an effect on him
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/small.npy|utt7_small.wav|and i am sure it had quite an effect on him
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/min.npy|utt7_min.wav|and i am sure it had quite an effect on him
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/big.npy|utt7_big.wav|and i am sure it had quite an effect on him
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/mean.npy|utt8_mean.wav|at fourteen he was a pickpocket and a duffer
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/max.npy|utt8_max.wav|at fourteen he was a pickpocket and a duffer
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/small.npy|utt8_small.wav|at fourteen he was a pickpocket and a duffer
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/min.npy|utt8_min.wav|at fourteen he was a pickpocket and a duffer
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/big.npy|utt8_big.wav|at fourteen he was a pickpocket and a duffer
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/mean.npy|utt9_mean.wav|the vice president telephoned attorney general robert f kennedy
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/max.npy|utt9_max.wav|the vice president telephoned attorney general robert f kennedy
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/small.npy|utt9_small.wav|the vice president telephoned attorney general robert f kennedy
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/min.npy|utt9_min.wav|the vice president telephoned attorney general robert f kennedy
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/big.npy|utt9_big.wav|the vice president telephoned attorney general robert f kennedy
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/mean.npy|utt10_mean.wav|the secret service depends largely on local police departments and local offices of other federal agencies
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/max.npy|utt10_max.wav|the secret service depends largely on local police departments and local offices of other federal agencies
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/small.npy|utt10_small.wav|the secret service depends largely on local police departments and local offices of other federal agencies
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/min.npy|utt10_min.wav|the secret service depends largely on local police departments and local offices of other federal agencies
/disk/scratch1/s1936986/FastPitches_Niamh/PyTorch/SpeechSynthesis/FastPitch/coeftargets/slopescontinuum/big.npy|utt10_big.wav|the secret service depends largely on local police departments and local offices of other federal agencies
